gu,name,date,대여,반납
동대문구,639. 서울시립대 후문,202005,680,680
동대문구,640. KEB하나은행 청량리역지점,202005,860,880
동대문구,641. 용두역 4번출구,202005,2476,2475
동대문구,642. 신답역 사거리,202005,1351,1359
동대문구,643. 동대문구민체육센터 (육교아래),202005,2248,2328
동대문구,646. 장한평역 1번출구 (국민은행앞),202005,3590,3682
동대문구,647. 신이문역 1번출구,202005,1271,1343
동대문구,648. 장안동위더스빌옆,202005,2532,2606
동대문구,650. 중랑교사거리,202005,4154,4164
동대문구,651. 우리은행청량리지점앞,202005,995,995
동대문구,652. 답십리 래미안엘파인아파트 입구,202005,712,708
동대문구,654. 전농동 텃골공원,202005,582,582
동대문구,656. 영휘원 교차로,202005,890,859
동대문구,657. 동대문롯데캐슬아파트 앞,202005,1268,1285
동대문구,658. 촬영소 사거리,202005,1300,1349
동대문구,659. 제기역1번출구,202005,1781,1732
동대문구,660. 동의보감타워,202005,1460,1454
동대문구,661. 경희대학교 청운관,202005,1412,1444
동대문구,663. 외대앞역 4번출구,202005,2810,2886
동대문구,664. 서울시립대 대학본부,202005,359,362
동대문구,665.이문동 쌍용아파트 정문,202005,311,310
동대문구,667.청량차도 육교 밑,202005,46,40
동대문구,668.서울축산농협(장안지점),202005,356,358
동대문구,669.청계신한신휴플러스앞 삼거리,202005,239,240
동대문구,670.삼육서울병원 버스정류장,202005,568,580
동대문구,671.대광빌딩,202005,56,43
동대문구,672.대광고등학교,202005,63,53
동대문구,673.안암골벽산아파트(후문),202005,196,186
동대문구,674.고대앞사거리 교통섬,202005,234,231
동대문구,675.성복교회 앞 (장평교 아래),202005,329,334
동대문구,676.FITI시험연구원 앞,202005,118,109
동대문구,677.청량리역 4번 5번출구 사이,202005,215,203
동대문구,678.장안힐스테이트(아) 앞,202005,213,217
동대문구,679.전농SK아파트 앞,202005,54,56
동대문구,680.꿈마루어린이도서관 앞,202005,1,1
동대문구,681.서울특별시 동부교육지원청(육교),202005,19,19
동작구,2002. 노들역 1번출구,202005,8017,8344
동작구,2003. 사육신공원앞,202005,2414,2412
동작구,2007. 유한양행앞,202005,1663,1650
동작구,2008. 노량진근린공원 대방공원,202005,359,326
동작구,2009. 보라매역 8번출구,202005,1045,1040
동작구,2012. 녹십초요양병원앞,202005,718,713
동작구,2013. 장승배기역 5번출구,202005,2063,1960
동작구,2015. 신대방삼거리역 6번출구쪽,202005,2274,2337
동작구,2016. 신대방삼거리역 3번출구쪽,202005,1967,2015
동작구,2020. 장승배기역2번출구뒷편쪽,202005,822,801
동작구,2024. 상도역 1번출구,202005,1593,1569
동작구,2025. 흑석역 1번출구,202005,5703,6091
동작구,2026. 흑석역 4번출구,202005,825,844
동작구,2027. 중앙대학교 정문,202005,1118,1104
동작구,2032. 이수역 11번출구쪽,202005,2015,2017
동작구,2033. 사당동 아르테스 웨딩앞,202005,1277,1320
동작구,2034. 사당역 7번출구쪽,202005,1651,1659
동작구,2036. 정금마을 마을버스정류장,202005,850,835
동작구,2037. 동작역 5번출구 동작주차공원,202005,1505,1483
동작구,2038. 동작역 7번출구,202005,285,276
동작구,2040. 비계 버스정류소,202005,406,322
동작구,2041. 사당중학교 버스정류소,202005,366,336
동작구,2048. 삼일초등학교 인근,202005,654,595
동작구,2050. 노량진역 5번출구,202005,3368,3500
동작구,2054. 삼익아파트,202005,1210,1220
동작구,2056. 동작구민 체육센터,202005,1238,1236
동작구,2057. 상도 아이파크 아파트,202005,408,363
동작구,2058. 노량진동 맥도널드앞,202005,2787,2796
동작구,2059. 보라매공원 정문,202005,2067,2079
동작구,2060. 남성역3번출구 뒤,202005,1629,1929
동작구,2061. 한강 현대아파트 건너편,202005,202,108
동작구,2062. 사당새마을금고,202005,448,419
동작구,2063. 대방역 4번출구,202005,1766,1770
동작구,2064. 흑석한강푸르지오 106동앞,202005,352,255
동작구,2065. 서울시여성가족재단,202005,1107,1075
동작구,2066. 양문교회 앞,202005,1604,1586
동작구,2067. LG전자 베스트? 대리점 앞,202005,1117,1116
동작구,2068. 총신대 앞(육교),202005,150,133
동작구,2069. 숭실대 입구역3번 출구 앞,202005,994,866
동작구,2070. 노량진역 2번 출구 앞,202005,1984,1980
동작구,2071. 대림아파트 후문 상가 옆,202005,276,202
동작구,2073.동작상떼빌 103동 앞,202005,1,1
동작구,2080.빕스 대방점 앞,202005,1,1
동작구,2081.대방1차 e편한세상 앞,202005,1,1
동작구,2082.7호선 이수역7번출구,202005,6,6
동작구,2085.강남중학교 앞,202005,1,1
동작구,2089.사당역10번출구(금강빌딩),202005,1,1
동작구,2090.기아자동차 사당점 앞,202005,0,1
동작구,2091.이수역9번출구(맥도날드),202005,1,1
동작구,237. 보라매 두산위브 건너편,202005,1591,1595
마포구,101. (구)합정동 주민센터,202005,881,887
마포구,102. 망원역 1번출구 앞,202005,3786,3583
마포구,103. 망원역 2번출구 앞,202005,3112,3060
마포구,104. 합정역 1번출구 앞,202005,2116,2104
마포구,105. 합정역 5번출구 앞,202005,1537,1526
마포구,106. 합정역 7번출구 앞,202005,6221,6216
마포구,107. 신한은행 서교동금융센터점 앞,202005,2955,3137
마포구,108. 서교동 사거리,202005,2017,2026
마포구,109. 제일빌딩 앞,202005,2351,2348
마포구,111. 상수역 2번출구 앞,202005,2325,2299
마포구,112. 극동방송국 앞,202005,1547,1544
마포구,113. 홍대입구역 2번출구 앞,202005,6818,7164
마포구,114. 홍대입구역 8번출구 앞,202005,3462,3448
마포구,118. 광흥창역 2번출구 앞,202005,1587,1603
마포구,119. 서강나루 공원,202005,2367,2376
마포구,120. 신수동 사거리,202005,656,663
마포구,121. 마포소방서 앞,202005,1008,910
마포구,122. 신성기사식당 앞,202005,1303,1292
마포구,124. 서강대 정문 건너편,202005,1568,1474
마포구,125. 서강대 남문 옆,202005,540,528
마포구,126. 서강대 후문 옆,202005,1472,1465
마포구,127. 현대벤처빌 앞,202005,291,280
마포구,129. 신촌역(2호선) 6번출구 옆,202005,1144,1144
마포구,130. 신촌역(2호선) 7번출구 앞,202005,2432,2435
마포구,136. 대흥동 주민센터,202005,275,225
마포구,142. 아현역 4번출구 앞,202005,669,668
마포구,143. 공덕역 2번출구,202005,1478,1491
마포구,144. 공덕역 8번출구,202005,4626,4760
마포구,145. 공덕역 5번출구,202005,1227,1224
마포구,146. 마포역 2번출구 뒤,202005,3980,4063
마포구,147. 마포역 4번출구 뒤,202005,3435,3492
마포구,148. 용강동 주민센터 앞,202005,2935,2980
마포구,150. 서강대역 2번출구 앞,202005,1780,1776
마포구,151. 망원1동주민센터,202005,3106,3162
마포구,152. 마포구민체육센터 앞,202005,12155,12715
마포구,153. 성산2교 사거리,202005,2444,2431
마포구,154. 마포구청역,202005,3284,3259
마포구,155. 가좌역1 번출구 뒤,202005,1657,1652
마포구,156. 서울서부지방법원 앞,202005,1145,1117
마포구,157. 애오개역 4번출구 앞,202005,1703,1703
마포구,181. 망원초록길 입구,202005,772,747
마포구,182. 망원2빗물펌프장 앞,202005,4290,4354
마포구,183. 하늘채코오롱아파트 건너편,202005,3511,3448
마포구,184. SK망원동주유소 건너편,202005,2356,2313
마포구,185. 마포 신수공원 앞,202005,1724,1629
마포구,186. 월드컵공원,202005,5835,5733
마포구,199. 서울 월드컵 경기장,202005,1150,836
마포구,3002.벽산상암스마트큐브,202005,768,776
마포구,3003.래미안신공덕3차아파트,202005,22,21
마포구,3005.마포구청 청사내,202005,90,90
마포구,3006. 상암월드컵파크5단지(상암중학교),202005,41,41
마포구,3007.MBC 앞,202005,165,162
마포구,3009.서교동사거리(신),202005,414,416
마포구,3010.홍대입구역 3번출구,202005,659,659
마포구,3011.경의선(노고산동),202005,261,263
마포구,400. 상암한화오벨리스크 1차 앞,202005,1007,878
마포구,401. 상암월드컵파크 10단지 앞,202005,1038,1014
마포구,402. 상암월드컵파크 9단지 앞,202005,1189,1151
마포구,403. 부엉이공원 앞,202005,535,431
마포구,405. DMC빌 앞,202005,771,848
마포구,406. 상암월드컵파크 7단지 앞,202005,720,675
마포구,407. 마포구 육아종합지원센터,202005,1083,1068
마포구,408. LG CNS앞,202005,1082,1088
마포구,409. 누리꿈스퀘어 옆,202005,2519,2707
마포구,410. 상암중학교 옆,202005,495,450
마포구,411. DMC홍보관,202005,1497,1593
마포구,412. DMC산학협력연구센터 앞,202005,1669,1668
마포구,413. 상암월드컵파크 3단지 후문,202005,710,659
마포구,414. 상암동주민센터 옆,202005,1501,1497
마포구,415. DMC역 9번출구 앞,202005,1983,1809
마포구,416. 상암월드컵파크 1단지 교차로,202005,756,551
마포구,417. DMC역 2번출구 옆,202005,1933,1691
마포구,418. 월드컵경기장역 3번출구 옆,202005,3716,3737
마포구,419. 홈플러스 앞,202005,3219,3118
마포구,420. 서울시 공공자전거 상암센터,202005,2418,1778
마포구,421. 마포구청 앞,202005,3468,3463
마포구,422. 문화비축기지,202005,339,324
마포구,424. 롯데하이마트 (상암월드컵점),202005,475,417
마포구,425. DMC첨단산업센터,202005,562,557
마포구,426. 서울신용보증재단,202005,1873,1895
마포구,427. 성산시영아파트,202005,1594,1596
마포구,432. 마포중앙도서관,202005,534,471
마포구,436. 이대역 5번출구,202005,340,291
마포구,437. 대흥역 1번출구,202005,1375,1369
마포구,438. 성산2-1 공영주차장,202005,2618,2605
마포구,439. 마포어린이공원,202005,2954,3061
마포구,440. 하늘공원 입구,202005,1958,2089
마포구,490.가온문화공원,202005,357,366
마포구,491.월드컵파크 4단지,202005,98,91
마포구,493.홍대입구역 6번출구,202005,331,332
마포구,495.염리초등학교 앞,202005,231,229
마포구,497.합정동주민센터 앞,202005,573,568
마포구,498.연남동주민센터 앞,202005,589,579
서대문구,110. 사천교,202005,859,772
서대문구,115. 사루비아 빌딩 앞,202005,1375,1348
서대문구,116. 일진아이윌아파트 옆,202005,2313,2309
서대문구,117. 홍은사거리,202005,4509,4514
서대문구,123. 문화촌 공원,202005,2720,2731
서대문구,128. 신촌역(2호선) 1번출구 옆,202005,1953,1940
서대문구,131. 증산2교,202005,3349,3369
서대문구,133. 해담는다리,202005,2602,2671
서대문구,134. 연세로 명물길,202005,1058,1055
서대문구,135. 명물길 원형무대 앞,202005,808,797
서대문구,137. NH농협 신촌지점 앞,202005,364,350
서대문구,138. 신촌동 제1공영주차장 앞,202005,738,740
서대문구,139. 연세대 정문 건너편,202005,385,298
서대문구,140. 이화여대 후문,202005,726,695
서대문구,141. 연대 대운동장 옆,202005,532,424
서대문구,158. 독립문 어린이 공원,202005,855,852
서대문구,159. 이대역 4번 출구,202005,279,268
서대문구,160. 북아현동 가구거리,202005,700,610
서대문구,161. 무악재역1번 출구,202005,573,566
서대문구,162. 봉원고가차도 밑,202005,671,420
서대문구,163. 명지전문대학교 정문 앞,202005,433,424
서대문구,164. 북가좌1동 주민센터,202005,601,547
서대문구,165. 중앙근린공원,202005,1931,1824
서대문구,166. 가재울 초등학교,202005,3457,3456
서대문구,167. 연가초등학교 옆,202005,541,182
서대문구,169. 북가좌 삼거리,202005,782,726
서대문구,170. 가재울 뉴타운 주유소 옆,202005,1482,1460
서대문구,171. 임광빌딩 앞,202005,665,669
서대문구,173. 서대문역 8번출구 앞,202005,732,724
서대문구,175. 홍연2교옆,202005,3051,3091
서대문구,176. 명지대학교 도서관,202005,2574,2804
서대문구,177. 북가좌 초등학교,202005,752,751
서대문구,178. 증산3교 앞,202005,1519,1536
서대문구,179. 가좌역 4번출구 앞,202005,1820,1797
서대문구,180. 충정로역 7번출구 아래,202005,1094,1043
서대문구,188. 홍은동 정원여중 입구,202005,1858,1918
서대문구,191. 서우빌딩(바른학원),202005,1058,1063
서대문구,192. 연서어린이공원,202005,613,579
서대문구,194. 증산교 앞,202005,2234,2204
서대문구,195. 모래내고가차도,202005,736,743
서대문구,196. 연희교차로 인근,202005,447,434
서대문구,198. 충정2교,202005,883,793
서대문구,3100. 북성초교,202005,253,226
서대문구,3101. 서대문구청,202005,1172,1161
서대문구,3102. 연희삼거리,202005,1492,1494
서대문구,3103. 홍제삼거리 북측,202005,1003,1010
서대문구,3104. e편한세상 신촌4단지 앞,202005,1061,1056
서대문구,3105. 홍은센트레빌 아파트 앞,202005,278,218
서대문구,3106. 홍남교 두바퀴쉼터,202005,2606,2618
서대문구,3107. 연희초등학교 앞,202005,547,538
서대문구,3110.홍은 현대아이파크 아파트 202동 앞,202005,1,1
서초구,2201. 본마을 정류소 앞,202005,330,299
서초구,2202.청계산입구역 1번출구,202005,877,865
서초구,2203. 청계산입구역 2번출구,202005,225,216
서초구,2205. 내곡3단지 어린이공원 앞,202005,500,437
서초구,2206. 언남초등학교 앞,202005,959,880
서초구,2207. 내곡파출소 뒤 정자,202005,132,89
서초구,2210. 반포1동 주민센터 앞,202005,617,477
서초구,2211. 서초구립반포도서관 앞,202005,976,923
서초구,2212.서초현대4차아파트 201동 맞은편,202005,474,449
서초구,2213. 고속터미널역 5번출구 앞,202005,1573,1277
서초구,2214. 신반포역 2번출구 앞,202005,2433,2453
서초구,2215. 반포종합운동장 입구,202005,1255,1259
서초구,2217.아크로리버뷰 부지 앞,202005,4814,4972
서초구,2219. 고속터미널역 8-1번  8-2번 출구 사이,202005,11480,11892
서초구,2220. 반포본동 주민센터 앞,202005,4708,4980
서초구,2221.하나은행 방배동지점 앞,202005,1670,1713
서초구,2222.사당역 12번출구 뒤,202005,2390,2497
서초구,2223. 방배래미안 정문 앞,202005,366,362
서초구,2225.백석예술대학교 제3캠퍼스 앞,202005,135,70
서초구,2226. 신동아럭스빌아파트 앞,202005,142,72
서초구,2227.방배열린문화센터 앞,202005,1393,1417
서초구,2228.뒷벌공원 옆,202005,1804,1826
서초구,2229.로고스교회 맞은 편,202005,330,301
서초구,2230.이수역 4번 출구,202005,2047,2051
서초구,2231. 삼성타운(삼성생명) A동 맞은편,202005,1891,1887
서초구,2233. 서초신동아1차아파트 옆,202005,653,625
서초구,2235.KT 서초지사 앞,202005,566,497
서초구,2237.서울남부터미널 대합실 입구,202005,956,633
서초구,2239.교대역 6번출구,202005,513,500
서초구,2241.양재전화국 사거리,202005,346,336
서초구,2242.양재역 11번 출구 앞,202005,1137,957
서초구,2243.서울가정법원,202005,579,529
서초구,2244.교육개발원입구 교차로,202005,1407,1361
서초구,2245.양재초등학교 맞은편,202005,269,264
서초구,2246. 서울시 품질시험소 앞,202005,677,684
서초구,2247.섬들근린공원,202005,1721,1701
서초구,2248. 서초리슈빌S 글로벌 앞,202005,440,408
서초구,2249. 우솔초등학교 맞은편,202005,394,337
서초구,2250. 서초유치원 맞은편,202005,886,836
서초구,2251. 더케이호텔 입구(양재2),202005,967,973
서초구,2252. 하이브랜드 앞,202005,1234,1235
서초구,2255.시민의숲역 1번출구 옆,202005,2008,1997
서초구,2256.양재동 꽃시장 입구,202005,669,672
서초구,2257. 하나로클럽 양재점 맞은편,202005,228,226
서초구,2258.구룡사 삼거리,202005,257,204
서초구,2259. 잠원역 3번-4번 출구사이,202005,1338,1365
서초구,2262. 한신16차아파트 119동 앞,202005,6602,6805
서초구,2263. 바우뫼문화복지회관,202005,777,768
서초구,2264. 이수역 1번출구,202005,3242,3295
서초구,2265. 이수고가차도 남단,202005,2582,2624
서초구,2266. 서초역 3번출구,202005,754,718
서초구,2268. 서초4동주민센터,202005,824,729
서초구,2269. 주홍교 하부,202005,440,397
서초구,2270. 서초포레스타 7단지,202005,448,427
서초구,2271. 내방역 8번출구 앞,202005,882,893
서초구,2272. 교대입구 교차로,202005,242,231
서초구,2273. 일동제약 사거리,202005,843,837
서초구,2274. 양재시민의숲역 3번출구,202005,1383,1368
서초구,2275. 염곡치안센터 건너편,202005,62,60
서초구,2276. 영동1교 (양재천근린공원),202005,1116,1069
서초구,2277. 길마중4교 하부,202005,1283,1289
서초구,2279. 교대역 5번출구뒤,202005,1146,1099
서초구,2280. 서울서초고용센터앞,202005,598,573
서초구,2281. 연세사랑병원신관앞,202005,423,425
서초구,2282. 방배래미안아트힐 101동앞,202005,174,84
서초구,2283. 그룹한빌딩옆,202005,208,96
서초구,2284. CJ오쇼핑앞,202005,127,97
서초구,2285. LH서초3단지 301동 맞은편,202005,637,542
서초구,2286. 탑성마을입구,202005,54,20
서초구,2287. 능안마을입구,202005,17,6
서초구,2288. 안골마을입구,202005,32,12
서초구,2289. 남태령역 2번출구,202005,115,78
서초구,2290. 서래마을파리15구공원앞,202005,1298,1331
서초구,2292. 무지개아파트 앞,202005,326,299
서초구,2293. SPC 앞,202005,782,758
서초구,2294. 두상빌딩 앞,202005,1322,1311
서초구,2297. 남부터미널역 1번출구,202005,677,612
서초구,2298. 래미안서초스위트앞,202005,495,407
서초구,2299. 한전아트센터 앞,202005,755,699
서초구,2501. 서초 포레스타5단지,202005,806,771
서초구,2502. 서초역1번출구 앞,202005,468,399
서초구,2503. 반포1동 서초빌딩 앞,202005,883,879
서초구,2504. 신사역 4번출구 뒤,202005,1014,990
서초구,2505. 우성아파트사거리 (기업은행앞),202005,1318,1317
서초구,2506. LG유플러스 (방배사옥),202005,311,197
서초구,2508. 양재이스타빌 앞,202005,1140,1133
서초구,2509. KT반포지사,202005,724,698
서초구,2510. JW타워,202005,242,233
서초구,2511. 이수역 6번출구 앞,202005,1253,1152
성동구,3511. 응봉역 1번출구,202005,6192,6488
성동구,3513. 상왕십리역 1번출구,202005,1237,1191
성동구,3514. 왕십리교회옆,202005,1813,1791
성동구,3515. 서울숲 관리사무소,202005,5713,5622
성동구,3519. 용답역 1번 출구,202005,4921,5433
성동구,3525. 금호스포츠센터앞,202005,2332,2470
성동구,3527. 왕십리 자이아파트,202005,30,26
성동구,3530. 왕십리자이아파트 후문(삼거리),202005,235,233
성동구,3531. 논골사거리(금호도서관 입구),202005,73,43
성동구,3532. 왕십리KCC스위첸아파트,202005,131,119
성동구,3538. 서울숲 IT캐슬,202005,1161,1165
성동구,3545.한양대역 1번출구,202005,511,508
성동구,3550.금호나들목,202005,155,152
성동구,3551.성동도로사업소,202005,59,49
성동구,3552.서울숲 공영주차장앞,202005,527,513
성동구,3553.마장역3번출구,202005,61,60
성동구,3555.양지사거리(센트라스APT 115동앞),202005,18,13
성동구,3558.마장동 금호어울림APT앞,202005,136,138
성동구,3559.성동구민종합체육센터 앞,202005,556,550
성동구,3560.성동구 견인차량 보관소 앞,202005,223,225
성동구,3562.행당중학교 후문,202005,1,0
성동구,506. 금호 어울림 아파트 앞,202005,489,492
성동구,507. 성수아이에스비즈타워 앞,202005,1217,1260
성동구,508. 성수아카데미타워 앞,202005,1349,1307
성동구,509. 이마트 버스정류소 옆,202005,3248,3260
성동구,510. 서울숲 남문 버스정류소 옆,202005,2944,2954
성동구,511. 서울숲역 4번 출구 옆,202005,2807,2734
성동구,512. 뚝섬역 1번 출구 옆,202005,4207,4208
성동구,513. 뚝섬역 5번 출구 정류소 옆,202005,3178,3207
성동구,514. 성수사거리 버스정류장 앞,202005,1970,1979
성동구,518. 청계천 박물관 앞,202005,932,897
성동구,519. 양지사거리,202005,1052,903
성동구,520. 상왕십리역 4번 출구 앞,202005,712,713
성동구,521. 왕십리역 11번 출구 앞,202005,2138,2139
성동구,522. 금호역 1번출구 앞,202005,441,432
성동구,523. 옥수동성당 옆,202005,79,65
성동구,524. 래미안금호하이리버 아파트 102동 옆,202005,572,553
성동구,525. 한양대병원사거리,202005,4290,4310
성동구,526. 용답토속공원 앞,202005,1278,1299
성동구,529. 장한평역 8번 출구 앞,202005,1148,1130
성동구,530. 청계벽산아파트 앞,202005,1951,1959
성동구,533. 우리은행 금호동 지점 앞,202005,752,772
성동구,534. 금호사거리,202005,396,397
성동구,535. 응봉삼거리,202005,818,648
성동구,536. 행당역 2번출구 앞,202005,1272,1278
성동구,537. 한양대후문역 부근,202005,2092,2077
성동구,538. 답십리역 8번출구 앞,202005,802,809
성동구,550. 서울시설공단 앞,202005,1168,1164
성동구,556. 달맞이공원,202005,251,252
성동구,557. 도선동 주민센터 앞,202005,1127,1138
성동구,558. 성동광진 교육지원청 앞,202005,1716,1680
성동구,559. 왕십리역 4번 출구 건너편,202005,2515,2541
성동구,560. 비전교회 앞,202005,1677,1688
성동구,561. 서울숲역 2번출구 앞,202005,2215,2166
성동구,562. 군자지하보도 앞,202005,1167,1181
성동구,563. 성동세무서 건너편,202005,1680,1826
성동구,564. 금호역 3번출구,202005,115,108
성동구,565. 옥수역 3번출구,202005,7893,8428
성동구,567. 성수역 2번출구 앞,202005,2810,2554
성동구,568. 청계8가사거리 부근,202005,2902,2906
성동구,569. 응봉현대아파트 정류소,202005,350,348
성동구,578. 성동세무서 부근,202005,1508,1540
성동구,579. 마장역 4번출구,202005,1753,1769
성동구,580. 신금호역 3번출구 뒤,202005,3,2
성동구,581. 용답초등학교,202005,681,680
성동구,582. 경일중학교 앞,202005,1498,1533
성동구,583. 청계천 생태교실 앞,202005,8057,8118
성동구,585. 성수2가1동 공영주차장 인근,202005,3021,3078
성동구,586. 마장동 주민센터,202005,950,950
성동구,587. 유니베라 앞,202005,1497,1536
성동구,589. 성수역3번출구,202005,3420,3519
성동구,594. 중랑물재생센터(서울새활용플라자),202005,467,550
성북구,1302. 한성대입구역6번출구 뒤,202005,589,588
성북구,1303. 돈암초교 입구,202005,1228,1216
성북구,1304. 만해공원,202005,256,96
성북구,1305. 성북구청,202005,955,858
성북구,1306. 한성대입구역2번출구,202005,2164,2147
성북구,1308. 안암로터리 버스정류장 앞,202005,5749,5965
성북구,1314. 정릉꿈에그린1단지 201동 앞,202005,531,528
성북구,1315. 고려사대부속중고 정문,202005,505,491
성북구,1316. 고려사대부속중고 건너편,202005,412,362
성북구,1318. 길음역 3번출구 뒤,202005,1320,1316
성북구,1319. 종암사거리 분수대,202005,2486,2555
성북구,1320. LG베스트샵 종암점,202005,2321,2491
성북구,1321. 국민은행 종암동지점 앞,202005,2635,2683
성북구,1322. 래미안라센트아파트 103동 앞,202005,1045,1018
성북구,1323. 월곡역 입구 육교 밑,202005,1038,984
성북구,1325. 상월곡역 4번출구,202005,609,534
성북구,1326. 상월곡역 1번출구,202005,951,849
성북구,1327. 상월곡역 3번출구,202005,1429,1453
성북구,1328. 월곡역 3번출구,202005,3151,3182
성북구,1332. 석계역 5번출구 건너편,202005,2877,2944
성북구,1333. 석관초등학교 앞,202005,2245,2485
성북구,1334. 석관동주민센터 앞,202005,1218,1216
성북구,1336. 성북3교 위,202005,2459,2407
성북구,1337. 돈암성당 옆,202005,4145,4147
성북구,1338. 용문2교 옆,202005,973,947
성북구,1339. 삼성전자서비스 성북센터,202005,1518,1541
성북구,1340. 광운초등학교 앞,202005,1962,2051
성북구,1342. 성북쉼터 앞,202005,217,94
성북구,1343. 한성대7번출구 앞,202005,644,629
성북구,1344. 아리랑시네센터 앞,202005,434,346
성북구,1346. 길음8골어린이공원 옆,202005,1033,902
성북구,1347. 길음래미안아파트817동 상가 앞,202005,538,471
성북구,1348. 성북제일새마을금고 본점 앞,202005,569,564
성북구,1349. 월계2교 버스정류장 앞,202005,731,714
성북구,1351. 안암2교 옆,202005,2209,2179
성북구,1352. e 편한세상 보문아파트 내,202005,230,172
성북구,1353. 금호어울림센터힐 내,202005,340,332
성북구,1354. 고려대학교 2번출구,202005,2162,2101
성북구,1355. 보문2교,202005,3205,3179
성북구,1357. 북한산보국문역,202005,733,656
성북구,1358. 정릉도서관 앞,202005,801,790
성북구,1359. 장위뉴타운 꿈에 숲 코오롱 하늘채 앞,202005,1235,1177
성북구,1360. 정릉역,202005,1055,1026
성북구,1361. 홍익중고 입구,202005,1108,1048
성북구,1362. 보문역6번출구 앞,202005,1430,1432
성북구,1363. 보문4교 인근,202005,2304,2205
성북구,1364. 성북동 치안센터 앞,202005,713,677
성북구,1365. 선잠단지 앞,202005,298,267
성북구,1366. 일신초등학교 옆,202005,559,514
성북구,1367. 길음문화복합미디어센터,202005,407,381
성북구,1368. 성신여대입구 교차로,202005,1453,1440
성북구,1369. 미아사거리,202005,1834,1823
성북구,1370. 복자사랑 피정의 집,202005,440,236
성북구,1372. KEB은행 고대점,202005,2514,2580
성북구,1373. 성북구보건소 건너편,202005,1249,1138
성북구,1375. 생명의 전화 종합복지관 앞 교차로,202005,2108,2141
성북구,1376. 한국과학기술연구원 중문,202005,245,253
성북구,1377. 한국과학기술연구원 북문,202005,207,176
성북구,1383.성북동 주민센터 건너편,202005,1,1
성북구,1394.길음뉴타운 래미안9단지,202005,446,439
송파구,1201. 가락시장역 3번 출구,202005,2708,2705
송파구,1203. 밀리아나2빌딩 앞,202005,2899,2902
송파구,1204. 거여역 3번출구,202005,1564,1566
송파구,1205. 종합운동장역 4번출구,202005,1392,1188
송파구,1206. 9호선종합운동장역 9번출구,202005,1757,1736
송파구,1207. 마천CU우방점 앞,202005,1037,1134
송파구,1208. 풍납현대아파트쉼터,202005,2478,2443
송파구,1209. 잠실나루역 (2번 출구 쪽),202005,5547,5478
송파구,1210. 롯데월드타워(잠실역2번출구 쪽),202005,7047,7032
송파구,1211. 방이삼거리,202005,3970,3985
송파구,1212. 송파역 2번 출구앞,202005,3614,3731
송파구,1213. 백토공원 앞,202005,984,949
송파구,1214. 오금역 7번 출구 인근,202005,1374,1353
송파구,1215. 올림픽공원역 1번출구 앞,202005,1714,1690
송파구,1217. 송파파인타운 7단지,202005,1013,1011
송파구,1218. 방이역 4번출구,202005,2574,2572
송파구,1220. 잠실본동주민센터뒤 잠실근린공원,202005,1297,1394
송파구,1221. 삼전사거리 포스코더샵,202005,2479,2673
송파구,1222. 잠실새내역 5번 출구 뒤,202005,6002,6095
송파구,1224. 아시아지하보도 2번 출구,202005,1986,2001
송파구,1226. 잠실4동 주민센터 옆,202005,1990,1974
송파구,1227. 거여역 8번출구 뒤,202005,1564,1571
송파구,1228. 마천사거리,202005,1577,1628
송파구,1229. 송파체육문화회관 앞,202005,1214,1208
송파구,1230. 송파중학교 정문,202005,1154,1097
송파구,1231. 잠실역 6번출구,202005,3484,3482
송파구,1232. 롯데마트 주차장 옆,202005,1628,1610
송파구,1233. 잠실3거리(갤러리아팰리스),202005,1023,975
송파구,1235. 잠실트리지움310동 옆,202005,2241,2231
송파구,1239. 문정 법조단지3,202005,554,553
송파구,1240. 문정 법조단지4,202005,649,642
송파구,1241. 문정 법조단지5,202005,598,520
송파구,1242. 문정 법조단지6,202005,235,221
송파구,1243. 문정 법조단지7,202005,2870,2943
송파구,1244. 문정 법조단지8,202005,2631,2610
송파구,1245. 문정 법조단지9,202005,1875,1854
송파구,1246. 문정 법조단지10,202005,1765,1743
송파구,1247. 문정 법조단지11,202005,1202,1159
송파구,1248. 방이초등학교,202005,1998,1780
송파구,1249. 아주중학교건너편,202005,1387,1436
송파구,1250.문정2동 주민센터,202005,680,673
송파구,1251. 석촌역 2번출구,202005,3489,3482
송파구,1253. 오금역 3번 출구 뒤,202005,801,783
송파구,1256. 문정현대아파트 교차로,202005,1172,1177
송파구,1257. 가락시장역 롯데마트앞,202005,1866,1845
송파구,1258. 가락미륭아파트 앞,202005,504,465
송파구,1259. 방이역 1번출구,202005,2362,2362
송파구,1260. 방이동 한양3차아파트 옆,202005,1702,1699
송파구,1262. 송파여성문화회관 앞,202005,1868,1844
송파구,1263. 장지공영차고지,202005,307,305
송파구,1264. 천호역 10번 출구 앞,202005,2849,2928
송파구,1265. 문정동 근린공원,202005,2214,2212
송파구,1266. 문정동 글샘 공원,202005,571,566
송파구,1267. 올림픽공원 남2문 앞,202005,1729,1563
송파구,1268. 몽촌토성역 1번출구 옆,202005,5212,5187
송파구,1269. 리센츠아파트,202005,1378,1314
송파구,1271. 송파도서관,202005,1446,1429
송파구,1274. 영파여고 앞,202005,1086,966
송파구,1275. 거여초등학교 옆,202005,652,644
송파구,1277. 오금동 송파 참병원,202005,1808,1900
